number,value,datetime_start,datetime_complete,duration,params_algorithm,params_attn_d_model,params_attn_n_head,params_attn_n_layers,params_batch_size,params_coral_lambda,params_dro_eta,params_dropout,params_eegnet_depth_multiplier,params_eegnet_kernel_length,params_eegnet_n_filters_1,params_irm_lambda,params_lr,params_meegnet_n_filters_1,params_meegnet_n_filters_2,params_mixup_alpha,params_mmd_lambda,params_net_architecture,params_weight_decay,state
125,0.48828125,2025-06-14 04:29:33.049005,2025-06-14 04:42:10.515316,0 days 00:12:37.466311,MMD,128,2,2,32,1.361138276930522,0.056988283046464625,0.2962862548890801,2,64,16,0.652725812190659,0.005151205755367532,64,64,0.4400850092836654,0.5215458351790525,eegnet,3.2369280202843426e-05,PRUNED
101,0.48828125,2025-06-14 01:52:03.237261,2025-06-14 02:01:48.876162,0 days 00:09:45.638901,MMD,64,2,2,32,3.0818386579133104,0.09738130344935418,0.16219179817443763,2,64,16,0.44658764692290936,0.005932537285671149,64,128,0.20920227565378682,0.3588726718398928,eegnet,2.8890902148474156e-05,COMPLETE
90,0.48828125,2025-06-14 00:43:06.375195,2025-06-14 00:53:19.464188,0 days 00:10:13.088993,MMD,128,4,2,32,3.6796289227602395,0.049583315233433185,0.1269180741887774,2,64,16,9.943526803916585,0.0032837314661955655,64,128,0.21676573272579558,0.4228956060631708,eegnet,2.2683382098399527e-05,COMPLETE
42,0.484375,2025-06-13 21:57:43.167427,2025-06-13 22:07:13.333069,0 days 00:09:30.165642,CORAL,128,2,1,64,0.17526861513964928,0.03408347169225844,0.19433315783214422,4,64,32,0.6040936688355775,0.0055136675285142964,16,128,0.28523502024471226,6.943604308714704,eegnet,0.00011712882642344142,COMPLETE
89,0.48046875,2025-06-14 00:37:39.575009,2025-06-14 00:43:06.355797,0 days 00:05:26.780788,MMD,128,2,1,32,1.817935209388751,0.053753160929987255,0.13696812216567975,2,32,16,0.7340558863825839,0.004045066577612628,64,64,0.25492347071200233,0.22975717695430298,eegnet,3.33852254350565e-05,COMPLETE
130,0.48046875,2025-06-14 04:45:52.771751,2025-06-14 04:51:59.207846,0 days 00:06:06.436095,MMD,128,4,2,32,2.2636749551603628,0.043364059882419016,0.2623325163819825,2,64,16,0.46154062399955537,0.006236322515399987,64,64,0.49469829814380345,0.3057403519357791,eegnet,6.3801944829968566e-06,COMPLETE
31,0.48046875,2025-06-13 21:07:26.375371,2025-06-13 21:17:11.416076,0 days 00:09:45.040705,CORAL,128,2,1,64,0.850901565991449,0.044762420652869,0.15296374884002528,4,64,32,0.8198776889037039,0.002703726949586175,16,128,0.3167361407826084,0.8206071701578133,eegnet,1.5967110116364823e-05,COMPLETE
147,0.48046875,2025-06-14 06:03:05.214627,2025-06-14 06:12:27.918613,0 days 00:09:22.703986,GroupDRO,128,2,2,32,4.26432754547063,0.06739878112232336,0.10776087410484551,2,64,16,7.366065891200522,0.00281635774047139,64,64,0.4468254685288931,0.5639057227002263,eegnet,9.659429028549412e-06,COMPLETE
97,0.4765625,2025-06-14 01:39:38.630260,2025-06-14 01:47:59.441394,0 days 00:08:20.811134,MMD,128,4,2,32,1.648194515280551,0.06698501319911067,0.11691649887001616,2,64,16,0.3637912175983345,0.002566906103518764,64,128,0.25760519825248945,0.28252359433408486,eegnet,1.7474787426927223e-05,PRUNED
19,0.4765625,2025-06-13 19:57:58.607215,2025-06-13 20:06:56.201307,0 days 00:08:57.594092,CORAL,128,2,2,64,0.2185348145146178,0.09203549663386908,0.25165455231981493,2,64,32,0.5078349801819816,0.005314913354105997,16,64,0.18159318659628365,0.6121711664527054,eegnet,8.005274448520281e-05,COMPLETE
91,0.4765625,2025-06-14 00:53:19.475544,2025-06-14 00:59:47.717274,0 days 00:06:28.241730,MMD,128,4,2,32,3.909850573962823,0.048825928387913234,0.14479801765730926,2,64,16,8.691382005920278,0.003309933277691538,64,128,0.1877560177627825,0.41477346437522766,eegnet,2.36929401558843e-05,COMPLETE
46,0.4765625,2025-06-13 22:19:12.316227,2025-06-13 22:28:47.772749,0 days 00:09:35.456522,CORAL,128,2,1,64,0.2238264215831763,0.043610868204218896,0.2627531534748753,4,64,32,0.33960024849725456,0.008200992852255048,16,64,0.3489631752768503,4.351666443677776,eegnet,2.431760328204491e-06,COMPLETE
23,0.47265625,2025-06-13 20:26:18.127812,2025-06-13 20:35:06.859853,0 days 00:08:48.732041,CORAL,128,2,2,64,0.17851220566101367,0.07182809037267782,0.1801495623941992,2,64,32,1.7806139791695594,0.006626280224435423,16,64,0.2939694348454533,0.40150365390840065,eegnet,1.1988086752536129e-05,COMPLETE
108,0.46875,2025-06-14 02:45:17.582385,2025-06-14 02:50:25.085641,0 days 00:05:07.503256,MMD,128,2,2,32,1.865023768019898,0.06575895796162955,0.10054076865105312,2,64,16,4.124051782712384,0.004250409071310864,64,64,0.41220858280403994,0.6542434411120926,eegnet,1.4776368911664789e-05,COMPLETE
15,0.46875,2025-06-13 19:22:40.238394,2025-06-13 19:31:24.224280,0 days 00:08:43.985886,CORAL,128,2,2,64,0.2798045356743108,0.015870823018836737,0.34540528569722273,2,64,32,0.6874303767334552,0.0014452144373947994,16,64,0.4976990694731961,0.21817630189528495,eegnet,8.1040261096436e-06,COMPLETE
117,0.46484375,2025-06-14 03:34:22.016395,2025-06-14 03:41:50.371971,0 days 00:07:28.355576,MMD,128,2,2,32,2.5874760422533223,0.055898839834714206,0.4985668424296142,2,64,16,0.8253589428527892,0.007487581630866808,64,64,0.489425041444149,0.7119930840167716,eegnet,3.461414200977223e-05,COMPLETE
95,0.46484375,2025-06-14 01:30:23.377651,2025-06-14 01:34:32.668174,0 days 00:04:09.290523,MMD,128,4,2,32,4.697827280740463,0.05701673779792381,0.1157003324978996,2,64,16,0.48183497411512954,0.0038261244599469887,64,128,0.23817851629023434,0.29756286988757785,eegnet,2.9309455930807336e-05,COMPLETE
60,0.46484375,2025-06-13 22:55:37.272521,2025-06-13 23:04:31.878874,0 days 00:08:54.606353,CORAL,128,2,1,64,0.3498579261250475,0.09732456694284368,0.12324044557816145,4,64,32,0.5117733209660026,0.004940633438238844,16,64,0.20192241255956145,1.5257881236614357,eegnet,0.00015067660477652983,COMPLETE
124,0.46484375,2025-06-14 04:23:27.976237,2025-06-14 04:29:33.037835,0 days 00:06:05.061598,IRM,128,2,2,32,6.417885178113795,0.06972321902252566,0.3350253343142495,2,64,16,0.735542022063986,0.004321564030860547,64,64,0.459541496636975,0.6704341654178404,eegnet,2.0470695658528133e-05,COMPLETE
141,0.4609375,2025-06-14 05:33:31.372001,2025-06-14 05:37:43.108087,0 days 00:04:11.736086,MMD,128,2,2,32,7.80318659941916,0.06028745361105705,0.15208527604701597,2,64,16,5.303233188780326,0.005048760396608586,64,64,0.48454557888904887,0.3608843624513821,eegnet,1.48196897153598e-05,COMPLETE
44,0.4609375,2025-06-13 22:12:16.203206,2025-06-13 22:16:54.547550,0 days 00:04:38.344344,GroupDRO,128,2,1,32,0.12451315717938925,0.049009980805669616,0.11403051114744134,4,64,32,0.4543010216418188,0.002883254622163556,16,128,0.27545667374128524,3.3571922813655313,eegnet,2.4313437866544173e-05,COMPLETE
96,0.45703125,2025-06-14 01:34:32.681069,2025-06-14 01:39:38.618754,0 days 00:05:05.937685,MMD,128,4,2,32,4.639468355422348,0.059744943993562796,0.10235626178602324,2,64,16,0.5292676897231611,0.004959910443643959,64,128,0.2283876971357175,0.2010025125681212,eegnet,4.501257797050602e-05,COMPLETE
69,0.45703125,2025-06-13 23:22:48.212284,2025-06-13 23:32:13.779662,0 days 00:09:25.567378,MMD,128,2,1,64,0.6464170358527996,0.02861308136438413,0.13868495906103612,4,64,32,0.3716883242617095,0.004174175356381999,16,64,0.29633420210862205,0.4529619770811985,eegnet,9.404207008506021e-06,COMPLETE
110,0.453125,2025-06-14 02:52:17.829145,2025-06-14 02:59:46.003206,0 days 00:07:28.174061,MMD,128,4,2,32,2.0196283757449818,0.058015290653450693,0.1337212032051414,2,32,16,0.7482255166933981,0.0037143401934369266,64,64,0.4522723378474972,0.5426493574403393,eegnet,8.55158796783666e-06,COMPLETE
135,0.44921875,2025-06-14 05:06:13.661990,2025-06-14 05:10:27.724008,0 days 00:04:14.062018,MMD,128,2,2,32,3.3888515899889073,0.06629472506440866,0.11402128866985693,2,64,16,7.136713782557853,0.0035816568564444417,32,64,0.2667866087197739,0.2545607780239551,eegnet,1.9373443953377924e-05,COMPLETE
13,0.44140625,2025-06-13 19:10:32.457774,2025-06-13 19:21:17.681820,0 days 00:10:45.224046,IRM,64,2,2,64,0.36470321135235134,0.014843332280457805,0.43045119611829213,2,64,32,1.4031964500497143,0.0018312624280774046,16,32,0.4923440404041758,0.10255039964627603,eegnet,9.630848218270664e-06,COMPLETE
84,0.44140625,2025-06-14 00:06:37.387901,2025-06-14 00:12:10.683385,0 days 00:05:33.295484,CORAL,128,2,1,64,0.17041252387785594,0.03978928808479897,0.1023922240656016,4,64,32,7.793950938962192,0.001820835438737396,16,128,0.3006717685277207,0.7415722060793078,eegnet,3.897673661033075e-05,PRUNED
12,0.4375,2025-06-13 19:00:02.266341,2025-06-13 19:10:32.447882,0 days 00:10:30.181541,IRM,128,4,1,64,0.45226710738385206,0.011273489864084427,0.4513962777314403,2,64,32,1.2474538001490796,0.0016569391973366744,16,64,0.484735144597139,0.11681280241188742,eegnet,4.928019328856572e-06,COMPLETE
75,0.4296875,2025-06-13 23:42:41.767762,2025-06-13 23:47:32.188141,0 days 00:04:50.420379,GroupDRO,128,2,1,32,0.10151439525929071,0.03248014768677534,0.1803070553215565,4,64,16,0.9141236783876999,0.008637409687358403,16,128,0.26496098686164077,1.1427714779447682,eegnet,5.1090915769425597e-05,PRUNED
7,0.421875,2025-06-13 18:32:03.107882,2025-06-13 18:40:41.251558,0 days 00:08:38.143676,IRM,64,2,3,64,0.7022638229011136,0.023358969257976495,0.4748829468491912,2,64,32,3.230518260285623,0.0007378346243035926,16,32,0.3767897115421359,0.16750966168963954,eegnet,1.8953466142449835e-05,COMPLETE
119,0.421875,2025-06-14 03:53:03.590150,2025-06-14 04:05:42.561732,0 days 00:12:38.971582,MMD,128,2,2,32,1.5825700324623653,0.05080690629782974,0.3700084831556296,2,64,16,3.2516677464879917,0.004674799924093755,64,64,0.41614963725011983,0.5757186935142997,eegnet,1.3489239254135842e-05,PRUNED
64,0.421875,2025-06-13 23:11:40.515198,2025-06-13 23:16:44.939472,0 days 00:05:04.424274,CORAL,64,2,2,64,0.3006780668196585,0.01743372299071846,0.15210717797839457,2,64,32,0.8410355729690286,0.0038128274339528216,16,64,0.16694359716284252,0.5228914862901674,eegnet,6.663107006015657e-06,PRUNED
85,0.421875,2025-06-14 00:12:10.710595,2025-06-14 00:17:46.928240,0 days 00:05:36.217645,CORAL,128,2,1,64,0.7179703070473311,0.03335393016217978,0.21447761894949127,4,64,32,0.9637371094518751,0.004428108184174902,16,128,0.270076046014915,2.493442289114386,eegnet,1.0688617387124133e-05,PRUNED
9,0.41796875,2025-06-13 18:45:19.879261,2025-06-13 18:53:18.844254,0 days 00:07:58.964993,IRM,128,4,1,64,3.551261458829783,0.012071467060293987,0.48259622305338656,2,32,16,0.15205581443275223,0.000582499487183931,32,64,0.36056464947087596,1.3227499608621405,eegnet,4.013756110442005e-06,COMPLETE
30,0.4140625,2025-06-13 21:02:48.324334,2025-06-13 21:07:26.367243,0 days 00:04:38.042909,ERM,128,2,3,32,0.10228880422671056,0.06341536823930906,0.18126489993987116,4,64,8,5.506353329010696,0.002148764710797491,64,128,0.30963963684380125,0.9151356422891895,eegnet,0.00011023359452619993,PRUNED
54,0.40625,2025-06-13 22:42:29.970139,2025-06-13 22:47:37.009410,0 days 00:05:07.039271,CORAL,64,2,1,64,0.42533667565759575,0.046614414510659674,0.1559005998904605,2,64,32,7.959987501108196,0.006277706947203064,16,128,0.30350908640214724,0.6702718938832206,eegnet,3.087914542743501e-06,PRUNED
113,0.40234375,2025-06-14 03:11:24.627787,2025-06-14 03:17:03.352106,0 days 00:05:38.724319,MMD,128,2,2,32,2.8599155922113093,0.06286481759363585,0.4202361937674471,2,64,16,0.5152396340844946,0.005805758724318446,64,64,0.4277125526108698,0.3118954266094324,eegnet,4.1948875949382085e-05,PRUNED
115,0.3984375,2025-06-14 03:27:20.072587,2025-06-14 03:31:34.032227,0 days 00:04:13.959640,MMD,128,2,2,32,1.509146263108994,0.05172499218703152,0.45030924362311664,2,64,16,0.678495240478082,0.006651412578150895,64,64,0.4611122217305416,0.613077182526282,eegnet,1.824885165949688e-05,PRUNED
111,0.39453125,2025-06-14 02:59:46.014041,2025-06-14 03:02:32.741306,0 days 00:02:46.727265,MMD,128,2,2,32,2.3638201210255794,0.05623326879622643,0.1490844517757685,2,64,16,7.726116316841901,0.004927119996561892,64,64,0.25818322332641175,0.3868512058198517,eegnet,2.6108800048631268e-05,PRUNED
5,0.39453125,2025-06-13 18:17:58.904848,2025-06-13 18:27:58.167027,0 days 00:09:59.262179,MMD,64,4,3,128,1.0686753054672469,0.018998030094898255,0.48935815142984096,4,64,16,4.057652280810142,0.00023285533765567587,64,32,0.45075536212232636,1.8301467184231903,eegnet,2.4394003539391027e-05,COMPLETE
81,0.390625,2025-06-13 23:57:40.528158,2025-06-14 00:03:15.648702,0 days 00:05:35.120544,CORAL,128,2,1,64,0.8143729665695145,0.07616586526548866,0.17079656138777646,4,64,32,0.7921822044100025,0.0022843754553872023,16,128,0.315839355334673,0.9934981793358948,eegnet,1.6124621137659787e-05,PRUNED
103,0.3828125,2025-06-14 02:11:10.363181,2025-06-14 02:13:57.685177,0 days 00:02:47.321996,MMD,128,4,2,32,1.1044203641304104,0.058951877820612335,0.12092173392487825,2,64,16,6.274126206608623,0.004807813213529841,64,128,0.24075107036983462,0.3261623089813865,eegnet,1.2502112966898402e-05,PRUNED
144,0.37890625,2025-06-14 05:48:29.379305,2025-06-14 05:51:17.940442,0 days 00:02:48.561137,MMD,128,2,2,32,5.7144197980935045,0.050695527608748604,0.3883546876634685,2,64,16,3.8346853089981416,0.004075372375114055,64,64,0.466625286639122,0.3858494949524515,eegnet,7.739563576267585e-06,PRUNED
123,0.37890625,2025-06-14 04:20:39.962434,2025-06-14 04:23:27.968060,0 days 00:02:48.005626,MMD,128,2,2,32,1.9343683884606635,0.062325637696766543,0.11012357696179474,2,64,16,0.4940631017499701,0.000271342503222557,64,64,0.4525442980627031,0.45000753091281015,eegnet,1.6119799840108095e-05,PRUNED
38,0.37890625,2025-06-13 21:49:15.510222,2025-06-13 21:54:27.948180,0 days 00:05:12.437958,CORAL,128,2,1,32,0.20662788900666587,0.05002965847562933,0.10087731931254963,4,32,32,0.30047096192489786,0.00011517818159002566,32,128,0.33004422801632627,1.124019846064382,eegnet,0.0003822597741577194,PRUNED
116,0.36328125,2025-06-14 03:31:34.040094,2025-06-14 03:34:22.008493,0 days 00:02:47.968399,MMD,128,2,2,32,1.2116916783801994,0.061285135191768245,0.46911466115351025,2,64,16,0.4170334590045768,0.008216285658982522,64,64,0.48034608850877714,0.4725494884401727,eegnet,6.0368883589467864e-05,PRUNED
76,0.359375,2025-06-13 23:47:32.196746,2025-06-13 23:50:20.147680,0 days 00:02:47.950934,CORAL,128,2,1,64,0.2790549768185215,0.0880989128479227,0.11026064663279309,4,64,32,0.6881014241214279,0.005200076406432618,16,128,0.2845994864666747,3.091757027799867,eegnet,7.272597290021466e-05,PRUNED
122,0.35546875,2025-06-14 04:18:47.690363,2025-06-14 04:20:39.950755,0 days 00:01:52.260392,MMD,128,2,2,32,2.216993675353336,0.06492539766063554,0.39932713561854505,2,64,16,0.5646404135215344,0.006024341469976897,64,64,0.4750676458580063,0.3602702916220207,eegnet,2.3668213155119465e-05,PRUNED
121,0.3515625,2025-06-14 04:15:58.733455,2025-06-14 04:18:47.671978,0 days 00:02:48.938523,MMD,128,2,2,32,1.8128797760737938,0.07320912303871445,0.34304390771353627,2,64,16,0.6259443834696484,0.009104102093294316,64,64,0.49857047381979375,0.40497355039190425,eegnet,2.722733085591057e-05,PRUNED
139,0.3515625,2025-06-14 05:23:11.005240,2025-06-14 05:29:16.974164,0 days 00:06:05.968924,MMD,128,4,2,32,1.484915849259775,0.05409964075282853,0.13947631945991648,2,64,16,8.48472389649194,0.0004666433031720163,64,64,0.38487208983027305,0.33411798026264444,eegnet,1.061688480945223e-05,PRUNED
138,0.3515625,2025-06-14 05:22:14.839748,2025-06-14 05:23:10.986972,0 days 00:00:56.147224,MMD,128,2,2,32,4.213121501096747,0.0621415182640069,0.16521736997982675,2,64,16,0.7791996744233665,0.00394491787771018,64,128,0.2260586177680371,0.40613330111333523,eegnet,2.2227426260410005e-05,PRUNED
74,0.34765625,2025-06-13 23:41:03.144899,2025-06-13 23:42:41.739386,0 days 00:01:38.594487,CORAL,128,2,1,64,0.1838771285053188,0.044377659977978885,0.15890615669685,4,64,32,0.772832280885316,0.004447617697823627,16,128,0.30804183101286475,8.516710486923063,eegnet,0.00014142231325099924,PRUNED
71,0.34765625,2025-06-13 23:33:46.669092,2025-06-13 23:35:27.087755,0 days 00:01:40.418663,CORAL,128,2,1,64,0.16450941431127497,0.035559423345545314,0.19549218564456033,4,64,32,0.5786640083651461,0.005630024661664525,16,128,0.28635273676477463,7.195405078538569,eegnet,0.00012281784075436828,PRUNED
72,0.34765625,2025-06-13 23:35:27.095163,2025-06-13 23:38:14.709867,0 days 00:02:47.614704,CORAL,128,2,1,64,0.13250381069163036,0.039912001896910715,0.16669985719079616,4,64,32,1.0791390865474804,0.006511055173700438,16,128,0.27312842998452946,6.0537899909996185,eegnet,0.00010054774962457679,PRUNED
11,0.34765625,2025-06-13 18:55:49.831521,2025-06-13 19:00:02.239388,0 days 00:04:12.407867,ERM,128,2,2,64,3.977078371714298,0.010291464117017042,0.4988873926442533,2,64,16,1.4389649806829712,0.00031470442707720256,16,32,0.2632787874785477,0.5030922089423626,eegnet,4.833792753028612e-06,PRUNED
143,0.34765625,2025-06-14 05:47:32.358485,2025-06-14 05:48:29.359710,0 days 00:00:57.001225,MMD,128,2,2,32,8.536806827256264,0.055081235826309104,0.1574350581518464,2,64,16,4.574108164951434,0.0006149454397700667,64,64,0.49849904555382313,0.4989455656712675,eegnet,3.608060838465627e-05,PRUNED
63,0.34765625,2025-06-13 23:08:35.343134,2025-06-13 23:11:40.488403,0 days 00:03:05.145269,CORAL,64,2,2,64,0.24730315138695988,0.08159357966049618,0.23145226742228175,2,64,32,2.008555076050457,0.006917498774163916,16,64,0.27991487730209397,0.28039125063475456,eegnet,1.3414630596192918e-05,PRUNED
47,0.34375,2025-06-13 22:28:47.783212,2025-06-13 22:31:52.014981,0 days 00:03:04.231769,CORAL,128,4,2,64,0.1507284758164125,0.02020828742801971,0.12208761149826575,4,64,16,3.013023548725694,0.0022024606447493484,16,32,0.3290411380099023,2.4883588269338937,eegnet,1.468437891156821e-05,PRUNED
140,0.34375,2025-06-14 05:29:16.993043,2025-06-14 05:33:31.363839,0 days 00:04:14.370796,IRM,128,2,2,32,7.01476968320535,0.08132977971778163,0.3558700229732925,2,64,16,0.6078715994683305,0.005797903115843405,32,32,0.2417203455259786,0.7081550690658541,eegnet,7.608092478424151e-05,PRUNED
43,0.33984375,2025-06-13 22:07:13.343537,2025-06-13 22:12:16.195645,0 days 00:05:02.852108,CORAL,128,2,1,64,0.2705750885567349,0.061498525396456206,0.14269798500218253,4,64,32,0.9124846876129085,0.004378130781052404,16,128,0.3083899683154497,2.071533828695239,eegnet,4.457305585476389e-05,PRUNED
62,0.3359375,2025-06-13 23:07:03.056144,2025-06-13 23:08:35.316150,0 days 00:01:32.260006,CORAL,64,2,2,64,0.14485507286601296,0.06838574564574865,0.1767331088996238,2,64,32,1.5373992613277032,0.0060021971769540295,16,64,0.20673346331741685,0.37510846134432696,eegnet,1.8929231165002648e-05,PRUNED
53,0.3359375,2025-06-13 22:40:47.580317,2025-06-13 22:42:29.961448,0 days 00:01:42.381131,CORAL,128,2,1,64,0.8589550010562368,0.034487776977271914,0.1882582052424843,4,64,32,4.74671056764673,0.009745388884214598,16,128,0.2189943100948598,0.31386421646872487,eegnet,5.9686359553131515e-06,PRUNED
50,0.3359375,2025-06-13 22:34:36.124640,2025-06-13 22:36:18.651352,0 days 00:01:42.526712,MMD,128,2,2,64,0.1143900725107473,0.064474142901783,0.313837054266599,4,64,32,3.7760444529086303,0.004681852097937256,32,32,0.25887675244396025,0.7149941730361762,eegnet,2.0633988847884703e-05,PRUNED
109,0.3359375,2025-06-14 02:50:25.096397,2025-06-14 02:52:17.821021,0 days 00:01:52.724624,MMD,128,2,2,32,2.142862701594334,0.06975268407146495,0.12223255628318985,2,64,16,5.594352642923669,0.0070460212064932535,64,64,0.47965983168709453,0.4393874527661639,eegnet,3.160511406144235e-05,PRUNED
83,0.33203125,2025-06-14 00:04:56.542057,2025-06-14 00:06:37.380416,0 days 00:01:40.838359,CORAL,128,2,1,64,1.3015386026641211,0.04602359938667335,0.15743884310861767,4,64,32,1.1176058924641241,0.0028511146169497795,16,128,0.2894954711387455,0.8727144599087158,eegnet,8.832093927132978e-06,PRUNED
52,0.33203125,2025-06-13 22:37:59.969784,2025-06-13 22:40:47.551025,0 days 00:02:47.581241,CORAL,128,2,1,64,0.18655757841453982,0.041027858264183266,0.22339692648328718,4,64,32,5.6329732296648265,0.0019298283081835355,16,128,0.32511632145391756,0.5138403503105647,eegnet,1.2070160320395554e-05,PRUNED
82,0.33203125,2025-06-14 00:03:15.655996,2025-06-14 00:04:56.534497,0 days 00:01:40.878501,CORAL,128,2,1,64,0.9837700084324293,0.03626960162862103,0.11852273499090127,4,64,32,0.39655771881238455,0.0034403238627324206,16,128,0.31790005107729175,0.49041773849148346,eegnet,2.704562379417115e-05,PRUNED
129,0.328125,2025-06-14 04:44:56.041255,2025-06-14 04:45:52.752841,0 days 00:00:56.711586,MMD,128,2,2,32,1.1552547148949417,0.04814771221119509,0.14320987060882562,2,64,16,0.529494843445828,0.0001593707671540997,64,64,0.469798450416837,0.486131559667883,eegnet,7.302267719941866e-05,PRUNED
55,0.328125,2025-06-13 22:47:37.035665,2025-06-13 22:49:17.527704,0 days 00:01:40.492039,GroupDRO,128,4,1,64,0.26825188786628884,0.05597734425354026,0.12574081852536007,4,64,32,2.5511445348357205,0.003931012815954413,16,64,0.35822016042890337,0.7981774452243972,eegnet,6.411462737972937e-05,PRUNED
58,0.328125,2025-06-13 22:52:35.959720,2025-06-13 22:54:05.529042,0 days 00:01:29.569322,CORAL,128,2,1,64,1.4278946337907443,0.07978415992766678,0.14541198479757902,4,64,16,1.1932402088222354,0.0013680371432009347,16,128,0.34696579706765873,0.1353967130480929,eegnet,9.867016727467853e-06,PRUNED
51,0.32421875,2025-06-13 22:36:18.678077,2025-06-13 22:37:59.941698,0 days 00:01:41.263621,CORAL,128,2,1,64,2.342542683546464,0.051756401842662135,0.14583878515968848,4,64,32,7.103630115771288,0.003040240447726738,16,128,0.31463010353399307,0.3922063758420761,eegnet,1.5088650314324557e-05,PRUNED
133,0.32421875,2025-06-14 05:04:47.613984,2025-06-14 05:05:44.177983,0 days 00:00:56.563999,MMD,128,2,2,32,9.93963642126737,0.07701026450778706,0.1356975888056028,2,64,16,6.889317025973384,0.0046007694152561465,32,64,0.24337185215187299,0.544727513539705,eegnet,5.8568430715925754e-05,PRUNED
148,0.31640625,2025-06-14 06:12:27.930939,2025-06-14 06:15:13.965707,0 days 00:02:46.034768,MMD,128,4,2,32,0.9388941546680055,0.06368446230356348,0.12484525446863154,2,64,8,5.067117247205874,0.00313073144614147,64,128,0.4726434756143952,0.6453360688641011,eegnet,5.039507090321893e-05,PRUNED
61,0.30859375,2025-06-13 23:04:31.890178,2025-06-13 23:07:03.048071,0 days 00:02:31.157893,CORAL,64,2,2,64,0.19857997552313528,0.014401915261899574,0.22311666087675522,2,64,32,2.155214225863793,0.003300469562267231,16,64,0.12956718300375197,0.5553274090093078,eegnet,1.0220977745439553e-05,PRUNED
