loss,pred_loss,coral
0.8425200553610921,0.8394313771277666,0.016789685454568826
0.3790891203097999,0.37510815588757396,0.0216400432982482
0.2803139165043831,0.2770001646131277,0.018013160937698558
0.21404137718491256,0.21055804553907365,0.018934976164018735
0.15028655290370807,0.14665774238528684,0.019725773483514786
0.12397590646287426,0.12016447025234811,0.020718502841191366
0.13740928791230544,0.1334225933533162,0.021671195601811633
0.11930810796911828,0.11533834741567262,0.021579142310656607
0.1055604025896173,0.10188974427001085,0.019953265960793942
0.10351594687381294,0.09977332716516685,0.020344426622614264
0.0763370294298511,0.07281808936750167,0.019128532090689987
0.058885490958346054,0.0552746422799828,0.019628141162684187
0.0307919963815948,0.027503039735165657,0.017878373648272827
0.03202414681436494,0.028447568101910292,0.019441853743046522
0.02463932684622705,0.021209665213973494,0.01864323060726747
0.028606688691070303,0.02528807311773562,0.018039595626760274
0.019557792002160568,0.016047440732108953,0.01908184791682288
0.033378450927557424,0.029975574081618106,0.018497628363547847
0.03930007816234138,0.036057782843272435,0.017624726810026914
0.034966234081366565,0.031888724472082686,0.016728972899727523
0.024481406770064496,0.021360308688599616,0.01696591594372876
0.029846859579265583,0.0267933864324732,0.016598312853602692
0.0316095804082579,0.028390785391820827,0.01749698186176829
0.020950353326043114,0.017614594570659392,0.018132784171029925
0.032079120275739115,0.028802619544876507,0.017810665216529742
0.020730395284772385,0.01761407998856157,0.016939915221882984
0.02413939100370044,0.02079785733076278,0.01816417576628737
0.016639923029288184,0.013595525258097041,0.016548980842344463
0.022009324522514362,0.018886261133502558,0.016976596816675738
0.01496259657869814,0.012014736792480107,0.0160242116835434
0.019869454845320433,0.016839215144500486,0.016472018614877015
0.007139718902180903,0.004100591933365649,0.016520329605555162
0.023041779350023717,0.020089773295694613,0.016046751115936786
0.012069147051079199,0.00918198517683777,0.01569426484638825
0.018585752302897163,0.015637845259334426,0.016024469601688907
0.02191276017401833,0.019069254300575267,0.015456957276910543
0.024048902741924394,0.020969282310034032,0.016740444756578654
0.02106613479554653,0.01820388959004049,0.015558820654405281
0.010118818150658626,0.007336498013955861,0.015124358731554821
0.014486991560261231,0.011548826688340341,0.015971511864336208
0.00781360886321636,0.005053360125657491,0.015004381159087643
0.014329387122415937,0.011491410225062282,0.015426901692990214
0.009851500930381007,0.006987145401126327,0.015570292336633429
0.011155616397445556,0.008396721346798586,0.014997022663010284
0.007484486086468678,0.0048801747307152255,0.014156724355416372
0.014993246950325556,0.012447219578007207,0.013839899213053286
0.007809308357536793,0.0051068808697891654,0.014690071635413915
0.008457992575131357,0.005891603425880021,0.013950583612313494
0.01736192830867367,0.014754527340528512,0.014173521311022341
0.0122074711980531,0.009639753370038306,0.013957805058453232
