number,value,datetime_start,datetime_complete,duration,params_algorithm,params_attn_d_model,params_attn_n_head,params_attn_n_layers,params_batch_size,params_coral_lambda,params_dro_eta,params_dropout,params_eegnet_depth_multiplier,params_eegnet_kernel_length,params_eegnet_n_filters_1,params_irm_lambda,params_lr,params_meegnet_n_filters_1,params_meegnet_n_filters_2,params_mixup_alpha,params_mmd_lambda,params_net_architecture,params_weight_decay,state
129,0.3333333333333333,2025-06-14 11:56:42.796988,2025-06-14 11:58:20.582421,0 days 00:01:37.785433,MMD,64,2,2,32,6.43458254350935,0.02893708531785674,0.14351425778023788,2,32,16,0.2633589404326954,0.008647683326783485,32,64,0.18768121120946651,0.11886271992532405,meegnet,0.00039149408091649474,COMPLETE
114,0.3333333333333333,2025-06-14 11:44:05.278577,2025-06-14 11:45:42.314569,0 days 00:01:37.035992,MMD,64,2,2,32,0.5908117313598943,0.01004213532427521,0.2519007865075199,2,32,16,0.28028751592750006,0.00999481765856097,64,64,0.3223309708142619,0.32829358194435077,meegnet,0.0008183987617081095,COMPLETE
113,0.3333333333333333,2025-06-14 11:42:28.091480,2025-06-14 11:44:05.266922,0 days 00:01:37.175442,MMD,64,2,2,32,0.7990696996655132,0.012388890328390079,0.2863593766254063,2,32,16,0.14896758580259975,0.006446040520284382,64,64,0.4455028501254569,0.13046660098427137,meegnet,0.000794254198953843,COMPLETE
112,0.3333333333333333,2025-06-14 11:40:51.148562,2025-06-14 11:42:28.080268,0 days 00:01:36.931706,MMD,64,2,2,32,0.6827452570998422,0.011061259112077412,0.31414675132517167,2,32,16,0.17633576285686822,0.007682254430861427,64,64,0.2795476963724826,0.15681190972264153,meegnet,0.0005883936250640377,COMPLETE
139,0.3333333333333333,2025-06-14 12:03:04.453081,2025-06-14 12:05:02.605827,0 days 00:01:58.152746,MMD,64,2,2,64,9.770856842491847,0.024362180163561422,0.15887529181432847,2,32,16,0.24307625017895151,0.005109581276677972,64,64,0.17877594822270457,0.13250451024444132,meegnet,7.93868843221261e-05,COMPLETE
142,0.3333333333333333,2025-06-14 12:07:14.683118,2025-06-14 12:09:12.503164,0 days 00:01:57.820046,MMD,128,2,1,64,0.6882355355376498,0.09019597796554484,0.21090012935854588,2,32,16,0.5815989827099582,0.004174900039415597,16,64,0.46281616086697547,0.44773945688899613,meegnet,0.0001534127301085157,COMPLETE
138,0.3333333333333333,2025-06-14 12:01:27.243851,2025-06-14 12:03:04.441074,0 days 00:01:37.197223,MMD,128,2,3,32,1.4418178008009832,0.026611731198345083,0.16924287197477525,2,64,16,0.4724999702864708,0.00920244485641876,64,128,0.2075677737652052,0.1466509348293577,meegnet,0.0003278526846925423,COMPLETE
141,0.3333333333333333,2025-06-14 12:05:15.639696,2025-06-14 12:07:14.671465,0 days 00:01:59.031769,MMD,128,2,1,64,0.6069948078074674,0.09246084269455894,0.2172190742296381,4,32,16,0.7997019017454509,0.005761351258805439,16,64,0.43154505804984394,0.524392945747924,meegnet,0.00014082404850845163,COMPLETE
144,0.3333333333333333,2025-06-14 12:09:28.294259,2025-06-14 12:11:25.538873,0 days 00:01:57.244614,MMD,128,2,1,64,0.5557838630524109,0.08486574003627446,0.18421728032400475,2,32,16,0.5129476388269573,0.006057090138083705,16,64,0.2783801018256981,0.39613743785567584,meegnet,0.0008220624789256599,COMPLETE
97,0.3333333333333333,2025-06-14 11:26:57.332301,2025-06-14 11:28:38.468947,0 days 00:01:41.136646,MMD,64,4,2,32,6.936421595188092,0.08468955159758786,0.42101988819917996,2,32,16,0.18602682450104327,0.009735331056202636,64,64,0.1922768229211872,0.12662367537967986,meegnet,9.872910444217478e-05,COMPLETE
100,0.3333333333333333,2025-06-14 11:29:07.379373,2025-06-14 11:30:45.739257,0 days 00:01:38.359884,MMD,64,2,3,32,9.272194238725357,0.061565294585128015,0.4912226333414583,2,64,8,0.11616886755549914,0.0035217410856390207,64,64,0.22423399479570053,0.5035903514758767,meegnet,3.793116521420214e-05,COMPLETE
89,0.3333333333333333,2025-06-14 11:23:24.917641,2025-06-14 11:25:39.980777,0 days 00:02:15.063136,IRM,64,2,2,128,0.6042982564945627,0.02202621146305535,0.2070913653773415,4,32,16,0.6987480587508884,0.005820334324410151,64,64,0.2590755444109699,0.23766350928588498,meegnet,0.0004053320751040794,COMPLETE
87,0.3333333333333333,2025-06-14 11:21:34.492239,2025-06-14 11:23:12.810382,0 days 00:01:38.318143,CORAL,64,2,3,32,0.29707894218334535,0.03117388066160698,0.1374763821744069,2,32,8,0.2517283460090593,0.008495963091838572,64,64,0.42887900516771177,0.11190650189771824,meegnet,0.0001065590548840029,COMPLETE
102,0.3333333333333333,2025-06-14 11:30:57.785881,2025-06-14 11:32:36.891518,0 days 00:01:39.105637,MMD,64,2,2,32,7.273627389157872,0.039504538100317094,0.30143975910769494,2,32,16,0.29005393846648814,0.008101772276488242,64,64,0.2631683056365489,0.1512962108801411,meegnet,2.524532101426283e-05,COMPLETE
109,0.3333333333333333,2025-06-14 11:37:21.697361,2025-06-14 11:38:59.145920,0 days 00:01:37.448559,MMD,64,2,2,32,4.600819778643886,0.01558131207008566,0.1670094379658678,2,32,16,0.30769097596628714,0.008358081981821464,32,64,0.24632841483618792,1.6574050784762464,meegnet,0.00024636816269533454,COMPLETE
81,0.3333333333333333,2025-06-14 11:16:06.711245,2025-06-14 11:17:45.444114,0 days 00:01:38.732869,MMD,64,2,3,32,4.798883418523221,0.03862046594337767,0.19725046657364684,2,32,16,0.4398589891190807,0.00986678299720804,64,64,0.21317565348124906,0.15612872333008304,meegnet,0.0009945815744127626,COMPLETE
76,0.3333333333333333,2025-06-14 11:10:40.605668,2025-06-14 11:13:45.759574,0 days 00:03:05.153906,IRM,64,2,1,128,7.737005967245021,0.025079801516453584,0.23733299021433268,4,64,16,0.47799560093336096,0.008899934587627747,32,64,0.3404402132826252,0.2029709077290128,eegnet,3.893511178302953e-05,COMPLETE
85,0.3333333333333333,2025-06-14 11:19:45.753520,2025-06-14 11:21:22.249599,0 days 00:01:36.496079,MMD,64,4,3,32,0.7318920020085157,0.03573405580238605,0.18163817603204527,2,32,16,0.40095647288807884,0.0012234267995827382,64,64,0.2370896820422379,0.29762128073588706,meegnet,4.343643886044486e-05,COMPLETE
84,0.3333333333333333,2025-06-14 11:18:09.911566,2025-06-14 11:19:45.742380,0 days 00:01:35.830814,MMD,64,2,3,32,6.829879350849992,0.02402443296919244,0.19460260297424492,2,32,16,0.2810933500956545,0.006153573146683051,64,64,0.21616498060693076,0.17983860979574723,meegnet,0.00012984647169657528,COMPLETE
79,0.3333333333333333,2025-06-14 11:14:10.728765,2025-06-14 11:15:51.253827,0 days 00:01:40.525062,MMD,128,2,2,32,6.116388589312312,0.0407590139233985,0.19058770486209953,2,32,16,0.34189900624172864,0.008267646939285908,64,128,0.17004454624197624,0.12451445927972628,meegnet,2.279818339514556e-05,COMPLETE
111,0.3333333333333333,2025-06-14 11:39:12.044311,2025-06-14 11:40:51.137488,0 days 00:01:39.093177,MMD,64,2,2,32,0.9117186658556906,0.03013354657862108,0.27064985965786664,2,32,16,0.16702824895562585,0.009094142024135922,64,64,0.2862097199689243,0.192584642807213,meegnet,0.0005195072641732071,COMPLETE
108,0.3333333333333333,2025-06-14 11:35:05.440675,2025-06-14 11:37:21.685933,0 days 00:02:16.245258,MMD,64,2,3,128,0.7672374823949935,0.04274110253788971,0.2617603623758966,2,32,16,0.3825532941510217,0.00905959605944803,64,64,0.1562795762220555,0.2896494883273038,meegnet,7.024482141835151e-05,COMPLETE
107,0.3333333333333333,2025-06-14 11:33:26.371927,2025-06-14 11:35:05.427431,0 days 00:01:39.055504,MMD,128,2,2,32,0.5156164940752589,0.04863388679797024,0.21138634586755484,4,32,16,0.2589893470887348,0.006585511983464437,64,64,0.403327477209524,0.1457175023473371,meegnet,0.0003467800422536669,COMPLETE
91,0.3137254901960784,2025-06-14 11:25:52.114381,2025-06-14 11:26:03.940414,0 days 00:00:11.826033,MMD,64,2,3,32,9.974288573294286,0.05835338598562937,0.38474647664606815,2,32,16,0.5564673766919414,0.004298820827043755,64,64,0.2064417083288554,0.10272070049000787,meegnet,7.664145597253049e-05,PRUNED
2,0.29411764705882354,2025-06-14 10:19:32.435557,2025-06-14 10:21:49.399850,0 days 00:02:16.964293,Mixup,128,2,1,128,0.32651821574513457,0.010998823311842924,0.17579714862758833,4,64,8,1.5758954824753608,0.0064740146603716065,32,32,0.3304595477256286,3.5557082591048816,meegnet,4.2098554878144946e-05,COMPLETE
63,0.29411764705882354,2025-06-14 10:56:39.140906,2025-06-14 10:56:51.604348,0 days 00:00:12.463442,MMD,64,2,2,32,2.148828309300241,0.029495183928989577,0.1129895287954657,2,32,16,0.35559723143157485,0.004555910513852757,64,64,0.1578388603472546,0.14038863871278612,meegnet,0.0001871641083589882,PRUNED
140,0.29411764705882354,2025-06-14 12:05:02.616867,2025-06-14 12:05:15.631728,0 days 00:00:13.014861,ERM,64,2,2,32,0.45597545048329824,0.08022759580468032,0.2646431617441986,4,32,32,0.7011646194633913,0.006877503030965183,16,64,0.2500135011598045,0.18648163338021936,meegnet,3.080875407905298e-05,PRUNED
145,0.29411764705882354,2025-06-14 12:11:25.551073,2025-06-14 12:11:38.866614,0 days 00:00:13.315541,MMD,128,2,2,32,0.4947379584211961,0.06809844302112776,0.49982716145324374,4,32,16,0.15726287408667916,0.007643352309037898,64,64,0.4495782296701871,0.2383047624926326,meegnet,0.00019473161902076712,PRUNED
117,0.29411764705882354,2025-06-14 11:46:07.497403,2025-06-14 11:46:19.493470,0 days 00:00:11.996067,IRM,128,2,2,32,8.880405576910755,0.011028466457783053,0.19289544906808567,2,32,16,0.3326684772287219,0.0020646105961508727,64,128,0.23596125882461175,0.11164511430407353,meegnet,0.0006735293027282036,PRUNED
147,0.29411764705882354,2025-06-14 12:11:52.287898,2025-06-14 12:12:09.211016,0 days 00:00:16.923118,IRM,64,2,2,64,0.8501543656744602,0.022250816797997734,0.23618079557005117,4,32,16,0.17280441873784963,0.0011628352960360356,64,64,0.26097089048588973,0.11421864867782017,eegnet,4.544162858831916e-05,PRUNED
149,0.29411764705882354,2025-06-14 12:12:14.380907,2025-06-14 12:12:26.401333,0 days 00:00:12.020426,MMD,64,2,2,32,0.37277105566257385,0.07262563556565071,0.22591025758946098,2,32,16,0.3234519537266316,0.009168788206666705,64,32,0.49835409807258246,0.16898141702757602,attention,0.00018068987218166553,PRUNED
121,0.29411764705882354,2025-06-14 11:48:50.470052,2025-06-14 11:50:39.939424,0 days 00:01:49.469372,MMD,64,2,2,32,0.9994176034675399,0.011717736221794154,0.1834242849242093,2,32,16,0.11622382155513984,0.007998645033130417,64,64,0.22096323558075448,0.13855988133593378,meegnet,0.0005202368594152482,PRUNED
88,0.29411764705882354,2025-06-14 11:23:12.821058,2025-06-14 11:23:24.910322,0 days 00:00:12.089264,MMD,128,2,1,32,2.27539670609425,0.026433793605921137,0.22334762426825777,2,32,16,1.0658709047790809,0.0066891776201906655,64,32,0.18314871258419924,0.20147418462416367,attention,1.1721940541808913e-06,PRUNED
92,0.29411764705882354,2025-06-14 11:26:03.956559,2025-06-14 11:26:16.585299,0 days 00:00:12.628740,MMD,64,2,3,32,8.779320745724613,0.07426572396841888,0.4190424540549232,2,32,16,0.49043005255712574,0.009218479629826047,64,64,0.19387321956401785,0.13282363023664287,meegnet,6.078527519330566e-05,PRUNED
99,0.29411764705882354,2025-06-14 11:28:51.080346,2025-06-14 11:29:07.357267,0 days 00:00:16.276921,Mixup,64,2,1,64,1.4447330325556722,0.03678376094946058,0.40948677226921626,2,32,32,1.5493779140570856,0.005663888897535144,16,64,0.21576234081054796,0.2148735646987532,eegnet,0.00019862984723284004,PRUNED
103,0.29411764705882354,2025-06-14 11:32:36.902169,2025-06-14 11:32:49.073875,0 days 00:00:12.171706,MMD,64,2,1,32,5.978138744386452,0.02793708568619692,0.20119284139845564,2,32,16,0.23360055862090184,0.006355417602074523,64,64,0.18633367276108134,0.1899153690708177,meegnet,3.515368835874614e-05,PRUNED
66,0.29411764705882354,2025-06-14 11:00:47.565604,2025-06-14 11:01:00.375384,0 days 00:00:12.809780,MMD,64,2,1,32,5.733907254675183,0.04484058560940289,0.16290285051052128,2,64,16,0.26364648210840075,0.005923558825522612,64,64,0.2943359320051996,0.11211518378196679,meegnet,4.88331641120362e-05,PRUNED
55,0.29411764705882354,2025-06-14 10:51:54.746865,2025-06-14 10:52:07.123463,0 days 00:00:12.376598,CORAL,64,2,2,32,0.6889849229832037,0.03603728235379985,0.14465540871485943,2,32,16,0.376429123202973,0.007142206711289057,64,64,0.39467961878293445,0.14507085513810702,meegnet,7.440914248202258e-05,PRUNED
